id,phenomenon,standard_sentence,informal_sentence,meaning_same,notes,n_phenomena,component_phenomena,subphenomena,is_pure
310,verlan+sms+spoken,Est-ce que tu peux envoyer le numéro du rendez-vous à ta mère ?,Tu peux envoyer le num du rdv à ta reum ?,1,verlan lexical substitution + sms abbreviation/contraction + spoken syntax/register,3,"verlan, sms, spoken",verlan_lexical; sms_graphic; spoken_register,0
311,verlan+sms+spoken,Je ne sais pas pourquoi mon frère est louche avant le rendez-vous d'aujourd'hui.,Je sais pas pk mon reuf est chelou avant le rdv d'ajd.,1,verlan lexical substitution + sms abbreviation/contraction + spoken syntax/register,3,"verlan, sms, spoken",verlan_lexical; sms_graphic; spoken_register,0
312,verlan+sms+spoken,Nous allons voir mon frère à la fête dans quinze minutes.,On va voir mon reuf à la teuf dans 15 min.,1,verlan lexical substitution + sms abbreviation/contraction + spoken syntax/register,3,"verlan, sms, spoken",verlan_lexical; sms_graphic; spoken_register,0
313,verlan+sms+spoken,Ce n'est pas mon frère qui envoie le message du rendez-vous aujourd'hui.,C'est pas mon reuf qui envoie le msg du rdv ajd.,1,verlan lexical substitution + sms abbreviation/contraction + spoken syntax/register,3,"verlan, sms, spoken",verlan_lexical; sms_graphic; spoken_register,0
314,verlan+sms+spoken,Il n'y a pas de fête chez mon frère aujourd'hui.,Y a pas de teuf chez mon reuf ajd.,1,verlan lexical substitution + sms abbreviation/contraction + spoken syntax/register,3,"verlan, sms, spoken",verlan_lexical; sms_graphic; spoken_register,0
315,verlan+sms+spoken,Est-ce que tu peux envoyer le numéro du rendez-vous à mon frère ?,Tu peux envoyer le num du rdv à mon reuf ?,1,verlan lexical substitution + sms abbreviation/contraction + spoken syntax/register,3,"verlan, sms, spoken",verlan_lexical; sms_graphic; spoken_register,0
316,verlan+sms+spoken,Je ne sais pas pourquoi ton frère est fou avant le rendez-vous d'aujourd'hui.,Je sais pas pk ton reuf est ouf avant le rdv d'ajd.,1,verlan lexical substitution + sms abbreviation/contraction + spoken syntax/register,3,"verlan, sms, spoken",verlan_lexical; sms_graphic; spoken_register,0
317,verlan+sms+spoken,Nous allons voir ton frère à la fête dans quinze minutes.,On va voir ton reuf à la teuf dans 15 min.,1,verlan lexical substitution + sms abbreviation/contraction + spoken syntax/register,3,"verlan, sms, spoken",verlan_lexical; sms_graphic; spoken_register,0
318,verlan+sms+spoken,Ce n'est pas ton frère qui envoie le message du rendez-vous aujourd'hui.,C'est pas ton reuf qui envoie le msg du rdv ajd.,1,verlan lexical substitution + sms abbreviation/contraction + spoken syntax/register,3,"verlan, sms, spoken",verlan_lexical; sms_graphic; spoken_register,0
319,verlan+sms+spoken,Il n'y a pas de fête chez ton frère aujourd'hui.,Y a pas de teuf chez ton reuf ajd.,1,verlan lexical substitution + sms abbreviation/contraction + spoken syntax/register,3,"verlan, sms, spoken",verlan_lexical; sms_graphic; spoken_register,0
320,verlan+sms+spoken,Est-ce que tu peux envoyer le numéro du rendez-vous à ton frère ?,Tu peux envoyer le num du rdv à ton reuf ?,1,verlan lexical substitution + sms abbreviation/contraction + spoken syntax/register,3,"verlan, sms, spoken",verlan_lexical; sms_graphic; spoken_register,0
321,verlan+sms+spoken,Je ne sais pas pourquoi son père est lourd avant le rendez-vous d'aujourd'hui.,Je sais pas pk son reup est relou avant le rdv d'ajd.,1,verlan lexical substitution + sms abbreviation/contraction + spoken syntax/register,3,"verlan, sms, spoken",verlan_lexical; sms_graphic; spoken_register,0
322,verlan+sms+spoken,Nous allons voir son père à la fête dans quinze minutes.,On va voir son reup à la teuf dans 15 min.,1,verlan lexical substitution + sms abbreviation/contraction + spoken syntax/register,3,"verlan, sms, spoken",verlan_lexical; sms_graphic; spoken_register,0
323,verlan+sms+spoken,Ce n'est pas son père qui envoie le message du rendez-vous aujourd'hui.,C'est pas son reup qui envoie le msg du rdv ajd.,1,verlan lexical substitution + sms abbreviation/contraction + spoken syntax/register,3,"verlan, sms, spoken",verlan_lexical; sms_graphic; spoken_register,0
324,verlan+sms+spoken,Il n'y a pas de fête chez son père aujourd'hui.,Y a pas de teuf chez son reup ajd.,1,verlan lexical substitution + sms abbreviation/contraction + spoken syntax/register,3,"verlan, sms, spoken",verlan_lexical; sms_graphic; spoken_register,0
325,verlan+sms+spoken,Est-ce que tu peux envoyer le numéro du rendez-vous à son père ?,Tu peux envoyer le num du rdv à son reup ?,1,verlan lexical substitution + sms abbreviation/contraction + spoken syntax/register,3,"verlan, sms, spoken",verlan_lexical; sms_graphic; spoken_register,0
326,verlan+sms+spoken,Je ne sais pas pourquoi cette femme est bizarre avant le rendez-vous d'aujourd'hui.,Je sais pas pk cette meuf est zarbi avant le rdv d'ajd.,1,verlan lexical substitution + sms abbreviation/contraction + spoken syntax/register,3,"verlan, sms, spoken",verlan_lexical; sms_graphic; spoken_register,0
327,verlan+sms+spoken,Nous allons voir cette femme à la fête dans quinze minutes.,On va voir cette meuf à la teuf dans 15 min.,1,verlan lexical substitution + sms abbreviation/contraction + spoken syntax/register,3,"verlan, sms, spoken",verlan_lexical; sms_graphic; spoken_register,0
328,verlan+sms+spoken,Ce n'est pas cette femme qui envoie le message du rendez-vous aujourd'hui.,C'est pas cette meuf qui envoie le msg du rdv ajd.,1,verlan lexical substitution + sms abbreviation/contraction + spoken syntax/register,3,"verlan, sms, spoken",verlan_lexical; sms_graphic; spoken_register,0
329,verlan+sms+spoken,Il n'y a pas de fête chez cette femme aujourd'hui.,Y a pas de teuf chez cette meuf ajd.,1,verlan lexical substitution + sms abbreviation/contraction + spoken syntax/register,3,"verlan, sms, spoken",verlan_lexical; sms_graphic; spoken_register,0
330,verlan+sms+spoken,Est-ce que tu peux envoyer le numéro du rendez-vous à cette femme ?,Tu peux envoyer le num du rdv à cette meuf ?,1,verlan lexical substitution + sms abbreviation/contraction + spoken syntax/register,3,"verlan, sms, spoken",verlan_lexical; sms_graphic; spoken_register,0
331,verlan+sms+spoken,Je ne sais pas pourquoi ta mère est énervée avant le rendez-vous d'aujourd'hui.,Je sais pas pk ta reum est vénère avant le rdv d'ajd.,1,verlan lexical substitution + sms abbreviation/contraction + spoken syntax/register,3,"verlan, sms, spoken",verlan_lexical; sms_graphic; spoken_register,0
332,verlan+sms+spoken,Nous allons voir ta mère à la fête dans quinze minutes.,On va voir ta reum à la teuf dans 15 min.,1,verlan lexical substitution + sms abbreviation/contraction + spoken syntax/register,3,"verlan, sms, spoken",verlan_lexical; sms_graphic; spoken_register,0
333,verlan+sms+spoken,Ce n'est pas ta mère qui envoie le message du rendez-vous aujourd'hui.,C'est pas ta reum qui envoie le msg du rdv ajd.,1,verlan lexical substitution + sms abbreviation/contraction + spoken syntax/register,3,"verlan, sms, spoken",verlan_lexical; sms_graphic; spoken_register,0
334,verlan+sms+spoken,Il n'y a pas de fête chez ta mère aujourd'hui.,Y a pas de teuf chez ta reum ajd.,1,verlan lexical substitution + sms abbreviation/contraction + spoken syntax/register,3,"verlan, sms, spoken",verlan_lexical; sms_graphic; spoken_register,0
335,verlan+sms+spoken,Est-ce que tu peux envoyer le numéro du rendez-vous à ta mère ?,Tu peux envoyer le num du rdv à ta reum ?,1,verlan lexical substitution + sms abbreviation/contraction + spoken syntax/register,3,"verlan, sms, spoken",verlan_lexical; sms_graphic; spoken_register,0
336,verlan+sms+spoken,Je ne sais pas pourquoi mon frère est louche avant le rendez-vous d'aujourd'hui.,Je sais pas pk mon reuf est chelou avant le rdv d'ajd.,1,verlan lexical substitution + sms abbreviation/contraction + spoken syntax/register,3,"verlan, sms, spoken",verlan_lexical; sms_graphic; spoken_register,0
337,verlan+sms+spoken,Nous allons voir mon frère à la fête dans quinze minutes.,On va voir mon reuf à la teuf dans 15 min.,1,verlan lexical substitution + sms abbreviation/contraction + spoken syntax/register,3,"verlan, sms, spoken",verlan_lexical; sms_graphic; spoken_register,0
338,verlan+sms+spoken,Ce n'est pas mon frère qui envoie le message du rendez-vous aujourd'hui.,C'est pas mon reuf qui envoie le msg du rdv ajd.,1,verlan lexical substitution + sms abbreviation/contraction + spoken syntax/register,3,"verlan, sms, spoken",verlan_lexical; sms_graphic; spoken_register,0
339,verlan+sms+spoken,Il n'y a pas de fête chez mon frère aujourd'hui.,Y a pas de teuf chez mon reuf ajd.,1,verlan lexical substitution + sms abbreviation/contraction + spoken syntax/register,3,"verlan, sms, spoken",verlan_lexical; sms_graphic; spoken_register,0
340,verlan+sms+spoken,Est-ce que tu peux envoyer le numéro du rendez-vous à mon frère ?,Tu peux envoyer le num du rdv à mon reuf ?,1,verlan lexical substitution + sms abbreviation/contraction + spoken syntax/register,3,"verlan, sms, spoken",verlan_lexical; sms_graphic; spoken_register,0
341,verlan+sms+spoken,Je ne sais pas pourquoi ton frère est fou avant le rendez-vous d'aujourd'hui.,Je sais pas pk ton reuf est ouf avant le rdv d'ajd.,1,verlan lexical substitution + sms abbreviation/contraction + spoken syntax/register,3,"verlan, sms, spoken",verlan_lexical; sms_graphic; spoken_register,0
342,verlan+sms+spoken,Nous allons voir ton frère à la fête dans quinze minutes.,On va voir ton reuf à la teuf dans 15 min.,1,verlan lexical substitution + sms abbreviation/contraction + spoken syntax/register,3,"verlan, sms, spoken",verlan_lexical; sms_graphic; spoken_register,0
343,verlan+sms+spoken,Ce n'est pas ton frère qui envoie le message du rendez-vous aujourd'hui.,C'est pas ton reuf qui envoie le msg du rdv ajd.,1,verlan lexical substitution + sms abbreviation/contraction + spoken syntax/register,3,"verlan, sms, spoken",verlan_lexical; sms_graphic; spoken_register,0
344,verlan+sms+spoken,Il n'y a pas de fête chez ton frère aujourd'hui.,Y a pas de teuf chez ton reuf ajd.,1,verlan lexical substitution + sms abbreviation/contraction + spoken syntax/register,3,"verlan, sms, spoken",verlan_lexical; sms_graphic; spoken_register,0
345,verlan+sms+spoken,Est-ce que tu peux envoyer le numéro du rendez-vous à ton frère ?,Tu peux envoyer le num du rdv à ton reuf ?,1,verlan lexical substitution + sms abbreviation/contraction + spoken syntax/register,3,"verlan, sms, spoken",verlan_lexical; sms_graphic; spoken_register,0
346,verlan+sms+spoken,Je ne sais pas pourquoi son père est lourd avant le rendez-vous d'aujourd'hui.,Je sais pas pk son reup est relou avant le rdv d'ajd.,1,verlan lexical substitution + sms abbreviation/contraction + spoken syntax/register,3,"verlan, sms, spoken",verlan_lexical; sms_graphic; spoken_register,0
347,verlan+sms+spoken,Nous allons voir son père à la fête dans quinze minutes.,On va voir son reup à la teuf dans 15 min.,1,verlan lexical substitution + sms abbreviation/contraction + spoken syntax/register,3,"verlan, sms, spoken",verlan_lexical; sms_graphic; spoken_register,0
348,verlan+sms+spoken,Ce n'est pas son père qui envoie le message du rendez-vous aujourd'hui.,C'est pas son reup qui envoie le msg du rdv ajd.,1,verlan lexical substitution + sms abbreviation/contraction + spoken syntax/register,3,"verlan, sms, spoken",verlan_lexical; sms_graphic; spoken_register,0
349,verlan+sms+spoken,Il n'y a pas de fête chez son père aujourd'hui.,Y a pas de teuf chez son reup ajd.,1,verlan lexical substitution + sms abbreviation/contraction + spoken syntax/register,3,"verlan, sms, spoken",verlan_lexical; sms_graphic; spoken_register,0
350,verlan+sms+spoken,Est-ce que tu peux envoyer le numéro du rendez-vous à son père ?,Tu peux envoyer le num du rdv à son reup ?,1,verlan lexical substitution + sms abbreviation/contraction + spoken syntax/register,3,"verlan, sms, spoken",verlan_lexical; sms_graphic; spoken_register,0
