id,phenomenon,standard_sentence,informal_sentence,meaning_same,notes,n_phenomena,component_phenomena,subphenomena,is_pure,standard_tokens,informal_tokens,standard_token_count,informal_token_count,standard_pll_score,informal_pll_score,standard_nll_score,informal_nll_score,standard_perplexity,informal_perplexity,representation_cosine_similarity,model_family
125,spoken,Est-ce que tu peux attendre cinq minutes ?,Tu peux attendre cinq minutes ?,1,spoken syntax/register,1,spoken,spoken_register,1,"['▁Est', '-', 'ce', '▁que', '▁tu', '▁peux', '▁attendre', '▁cinq', '▁minutes', '▁?']","['▁Tu', '▁peux', '▁attendre', '▁cinq', '▁minutes', '▁?']",10,6,-10.336937713623048,-10.427401224772135,,,,,0.9493732452392578,masked_lm
126,spoken,Nous devons revoir ce dossier.,On doit revoir ce dossier.,1,spoken syntax/register,1,spoken,spoken_register,1,"['▁Nous', '▁devons', '▁revoir', '▁ce', '▁dossier', '.']","['▁On', '▁doit', '▁revoir', '▁ce', '▁dossier', '.']",6,6,-10.320735931396484,-10.43023427327474,,,,,0.9686437249183655,masked_lm
127,spoken,Ce n'est pas une bonne idée.,C'est pas une bonne idée.,1,spoken syntax/register,1,spoken,spoken_register,1,"['▁Ce', '▁n', ""'"", 'est', '▁pas', '▁une', '▁bonne', '▁idée', '.']","['▁C', ""'"", 'est', '▁pas', '▁une', '▁bonne', '▁idée', '.']",9,8,-10.623024834526909,-10.548094749450684,,,,,0.9705051183700562,masked_lm
128,spoken,Je ne peux pas venir demain.,Je peux pas venir demain.,1,spoken syntax/register,1,spoken,spoken_register,1,"['▁Je', '▁ne', '▁peux', '▁pas', '▁venir', '▁demain', '.']","['▁Je', '▁peux', '▁pas', '▁venir', '▁demain', '.']",7,6,-10.356772286551339,-10.2703488667806,,,,,0.9676835536956787,masked_lm
129,spoken,Nous voulons comprendre la décision.,On veut comprendre la décision.,1,spoken syntax/register,1,spoken,spoken_register,1,"['▁Nous', '▁voulons', '▁comprendre', '▁la', '▁décision', '.']","['▁On', '▁veut', '▁comprendre', '▁la', '▁décision', '.']",6,6,-10.533526102701822,-10.439240137736002,,,,,0.96219801902771,masked_lm
130,spoken,Il n'y a pas de solution simple.,Y a pas de solution simple.,1,spoken syntax/register,1,spoken,spoken_register,1,"['▁Il', '▁n', ""'"", 'y', '▁a', '▁pas', '▁de', '▁solution', '▁simple', '.']","['▁Y', '▁a', '▁pas', '▁de', '▁solution', '▁simple', '.']",10,7,-10.438111877441406,-10.337110246930804,,,,,0.856997013092041,masked_lm
131,spoken,Est-ce que vous restez ici ce soir ?,Vous restez ici ce soir ?,1,spoken syntax/register,1,spoken,spoken_register,1,"['▁Est', '-', 'ce', '▁que', '▁vous', '▁restez', '▁ici', '▁ce', '▁soir', '▁?']","['▁Vous', '▁restez', '▁ici', '▁ce', '▁soir', '▁?']",10,6,-10.296648406982422,-10.2443478902181,,,,,0.9449610114097595,masked_lm
132,spoken,Cela ne vaut pas la peine.,Ça ne vaut pas la peine.,1,spoken syntax/register,1,spoken,spoken_register,1,"['▁Cela', '▁ne', '▁vaut', '▁pas', '▁la', '▁peine', '.']","['▁Ça', '▁ne', '▁vaut', '▁pas', '▁la', '▁peine', '.']",7,7,-10.349437168666295,-10.472333635602679,,,,,0.9830614328384399,masked_lm
133,spoken,Nous allons commencer sans lui.,On va commencer sans lui.,1,spoken syntax/register,1,spoken,spoken_register,1,"['▁Nous', '▁allons', '▁commencer', '▁sans', '▁lui', '.']","['▁On', '▁va', '▁commencer', '▁sans', '▁lui', '.']",6,6,-10.37410036722819,-10.299115498860678,,,,,0.9650831818580627,masked_lm
134,spoken,Je ne sais pas si elle vient.,Je sais pas si elle vient.,1,spoken syntax/register,1,spoken,spoken_register,1,"['▁Je', '▁ne', '▁sais', '▁pas', '▁si', '▁elle', '▁vient', '.']","['▁Je', '▁sais', '▁pas', '▁si', '▁elle', '▁vient', '.']",8,7,-10.29921817779541,-10.185508728027344,,,,,0.9679386615753174,masked_lm
135,spoken,Il n'y a pas de café dans la salle.,Y a pas de café dans la salle.,1,spoken syntax/register,1,spoken,spoken_register,1,"['▁Il', '▁n', ""'"", 'y', '▁a', '▁pas', '▁de', '▁café', '▁dans', '▁la', '▁salle', '.']","['▁Y', '▁a', '▁pas', '▁de', '▁café', '▁dans', '▁la', '▁salle', '.']",12,9,-10.448277155558268,-10.383471171061197,,,,,0.9054686427116394,masked_lm
136,spoken,Est-ce qu'elle connaît déjà la réponse ?,Elle connaît déjà la réponse ?,1,spoken syntax/register,1,spoken,spoken_register,1,"['▁Est', '-', 'ce', '▁qu', ""'"", 'elle', '▁connaît', '▁déjà', '▁la', '▁réponse', '▁?']","['▁Elle', '▁connaît', '▁déjà', '▁la', '▁réponse', '▁?']",11,6,-10.303597190163352,-10.1597531636556,,,,,0.8786918520927429,masked_lm
137,spoken,Nous ne devons pas oublier ce détail.,On doit pas oublier ce détail.,1,spoken syntax/register,1,spoken,spoken_register,1,"['▁Nous', '▁ne', '▁devons', '▁pas', '▁oublier', '▁ce', '▁détail', '.']","['▁On', '▁doit', '▁pas', '▁oublier', '▁ce', '▁détail', '.']",8,7,-10.22665786743164,-10.366498674665179,,,,,0.9248363971710205,masked_lm
138,spoken,Ce n'est pas ce que j'ai dit.,C'est pas ce que j'ai dit.,1,spoken syntax/register,1,spoken,spoken_register,1,"['▁Ce', '▁n', ""'"", 'est', '▁pas', '▁ce', '▁que', '▁j', ""'"", 'ai', '▁dit', '.']","['▁C', ""'"", 'est', '▁pas', '▁ce', '▁que', '▁j', ""'"", 'ai', '▁dit', '.']",12,11,-10.516141891479492,-10.451006802645596,,,,,0.975379228591919,masked_lm
139,spoken,Je ne peux pas ouvrir la porte.,Je peux pas ouvrir la porte.,1,spoken syntax/register,1,spoken,spoken_register,1,"['▁Je', '▁ne', '▁peux', '▁pas', '▁ouvrir', '▁la', '▁porte', '.']","['▁Je', '▁peux', '▁pas', '▁ouvrir', '▁la', '▁porte', '.']",8,7,-10.38156509399414,-10.346482413155693,,,,,0.9807451963424683,masked_lm
140,spoken,Nous avons trouvé la bonne salle.,On a trouvé la bonne salle.,1,spoken syntax/register,1,spoken,spoken_register,1,"['▁Nous', '▁avons', '▁trouvé', '▁la', '▁bonne', '▁salle', '.']","['▁On', '▁a', '▁trouvé', '▁la', '▁bonne', '▁salle', '.']",7,7,-10.547959463936943,-10.416221618652344,,,,,0.9743633270263672,masked_lm
141,spoken,Cela ne me rassure pas.,Ça ne me rassure pas.,1,spoken syntax/register,1,spoken,spoken_register,1,"['▁Cela', '▁ne', '▁me', '▁rassure', '▁pas', '.']","['▁Ça', '▁ne', '▁me', '▁rassure', '▁pas', '.']",6,6,-10.431109746297201,-10.502983093261719,,,,,0.9761402606964111,masked_lm
142,spoken,Est-ce que tu veux encore du pain ?,Tu veux encore du pain ?,1,spoken syntax/register,1,spoken,spoken_register,1,"['▁Est', '-', 'ce', '▁que', '▁tu', '▁veux', '▁encore', '▁du', '▁pain', '▁?']","['▁Tu', '▁veux', '▁encore', '▁du', '▁pain', '▁?']",10,6,-10.383978271484375,-10.617916107177734,,,,,0.9447690844535828,masked_lm
143,spoken,Nous n'avons pas besoin de cela aujourd'hui.,On a pas besoin de ça aujourd'hui.,1,spoken syntax/register,1,spoken,spoken_register,1,"['▁Nous', '▁n', ""'"", 'avons', '▁pas', '▁besoin', '▁de', '▁cela', '▁aujourd', ""'"", 'hui', '.']","['▁On', '▁a', '▁pas', '▁besoin', '▁de', '▁ça', '▁aujourd', ""'"", 'hui', '.']",12,10,-10.452653249104818,-10.276764678955079,,,,,0.9307650923728943,masked_lm
144,spoken,Je ne sais pas quand il part.,Je sais pas quand il part.,1,spoken syntax/register,1,spoken,spoken_register,1,"['▁Je', '▁ne', '▁sais', '▁pas', '▁quand', '▁il', '▁part', '.']","['▁Je', '▁sais', '▁pas', '▁quand', '▁il', '▁part', '.']",8,7,-10.3443021774292,-10.290496826171875,,,,,0.9699242115020752,masked_lm
145,spoken,Il n'y a pas de chaise libre.,Y a pas de chaise libre.,1,spoken syntax/register,1,spoken,spoken_register,1,"['▁Il', '▁n', ""'"", 'y', '▁a', '▁pas', '▁de', '▁chaise', '▁libre', '.']","['▁Y', '▁a', '▁pas', '▁de', '▁chaise', '▁libre', '.']",10,7,-10.357952880859376,-10.245518275669642,,,,,0.9032984972000122,masked_lm
146,spoken,Est-ce qu'on garde cette table ?,On garde cette table ?,1,spoken syntax/register,1,spoken,spoken_register,1,"['▁Est', '-', 'ce', '▁qu', ""'"", 'on', '▁garde', '▁cette', '▁table', '▁?']","['▁On', '▁garde', '▁cette', '▁table', '▁?']",10,5,-10.31604232788086,-10.07676010131836,,,,,0.8658819794654846,masked_lm
147,spoken,Nous pouvons revenir plus tard.,On peut revenir plus tard.,1,spoken syntax/register,1,spoken,spoken_register,1,"['▁Nous', '▁pouvons', '▁revenir', '▁plus', '▁tard', '.']","['▁On', '▁peut', '▁revenir', '▁plus', '▁tard', '.']",6,6,-10.448975245157877,-10.344230016072592,,,,,0.9554710388183594,masked_lm
148,spoken,Ce n'est pas le bon numéro.,C'est pas le bon numéro.,1,spoken syntax/register,1,spoken,spoken_register,1,"['▁Ce', '▁n', ""'"", 'est', '▁pas', '▁le', '▁bon', '▁numéro', '.']","['▁C', ""'"", 'est', '▁pas', '▁le', '▁bon', '▁numéro', '.']",9,8,-10.595359802246094,-10.390838623046875,,,,,0.9752187132835388,masked_lm
149,spoken,Je ne veux pas perdre de temps.,Je veux pas perdre de temps.,1,spoken syntax/register,1,spoken,spoken_register,1,"['▁Je', '▁ne', '▁veux', '▁pas', '▁perdre', '▁de', '▁temps', '.']","['▁Je', '▁veux', '▁pas', '▁perdre', '▁de', '▁temps', '.']",8,7,-10.55892276763916,-10.511119297572545,,,,,0.9724218249320984,masked_lm
150,spoken,Nous allons vérifier ensemble.,On va vérifier ensemble.,1,spoken syntax/register,1,spoken,spoken_register,1,"['▁Nous', '▁allons', '▁vérifier', '▁ensemble', '.']","['▁On', '▁va', '▁vérifier', '▁ensemble', '.']",5,5,-10.441129302978515,-10.24810333251953,,,,,0.9491750001907349,masked_lm
151,verlan+sms,"Peux-tu envoyer le numéro du rendez-vous à cette femme, s'il te plaît ?","Peux-tu envoyer le num du rdv à cette meuf, stp ?",1,verlan lexical substitution + sms abbreviation/contraction,2,"verlan, sms",verlan_lexical; sms_graphic,0,"['▁P', 'eux', '-', 'tu', '▁envoyer', '▁le', '▁numéro', '▁du', '▁rendez', '-', 'vous', '▁à', '▁cette', '▁femme', ',', '▁s', ""'"", 'il', '▁te', '▁plaît', '▁?']","['▁P', 'eux', '-', 'tu', '▁envoyer', '▁le', '▁n', 'um', '▁du', '▁rdv', '▁à', '▁cette', '▁me', 'uf', ',', '▁st', 'p', '▁?']",21,18,-10.393409365699405,-10.376536051432291,,,,,0.9487963318824768,masked_lm
152,verlan+sms,Cette femme est bizarre à cause du message d'aujourd'hui.,Cette meuf est zarbi à cause du msg d'ajd.,1,verlan lexical substitution + sms abbreviation/contraction,2,"verlan, sms",verlan_lexical; sms_graphic,0,"['▁Cette', '▁femme', '▁est', '▁bizarre', '▁à', '▁cause', '▁du', '▁message', '▁d', ""'"", 'aujourd', ""'"", 'hui', '.']","['▁Cette', '▁me', 'uf', '▁est', '▁', 'zar', 'bi', '▁à', '▁cause', '▁du', '▁m', 's', 'g', '▁d', ""'"", 'aj', 'd', '.']",14,18,-10.290749686104911,-10.461732652452257,,,,,0.9124771356582642,masked_lm
153,verlan+sms,Merci à cette femme pour le numéro du rendez-vous.,Cimer à cette meuf pr le num du rdv.,1,verlan lexical substitution + sms abbreviation/contraction,2,"verlan, sms",verlan_lexical; sms_graphic,0,"['▁Merci', '▁à', '▁cette', '▁femme', '▁pour', '▁le', '▁numéro', '▁du', '▁rendez', '-', 'vous', '.']","['▁C', 'imer', '▁à', '▁cette', '▁me', 'uf', '▁pr', '▁le', '▁n', 'um', '▁du', '▁rdv', '.']",12,13,-10.345383961995443,-10.475414569561298,,,,,0.9153578877449036,masked_lm
154,verlan+sms,Cette femme prépare la fête de demain et le message est prêt.,Cette meuf prépare la teuf de demain et le msg est prêt.,1,verlan lexical substitution + sms abbreviation/contraction,2,"verlan, sms",verlan_lexical; sms_graphic,0,"['▁Cette', '▁femme', '▁prépare', '▁la', '▁fête', '▁de', '▁demain', '▁et', '▁le', '▁message', '▁est', '▁prêt', '.']","['▁Cette', '▁me', 'uf', '▁prépare', '▁la', '▁te', 'uf', '▁de', '▁demain', '▁et', '▁le', '▁m', 's', 'g', '▁est', '▁prêt', '.']",13,17,-10.555009108323317,-10.583205279181986,,,,,0.9122809767723083,masked_lm
155,verlan+sms,"Peux-tu confirmer le rendez-vous à cette femme, s'il vous plaît ?","Peux-tu confirmer le rdv à cette meuf, svp ?",1,verlan lexical substitution + sms abbreviation/contraction,2,"verlan, sms",verlan_lexical; sms_graphic,0,"['▁P', 'eux', '-', 'tu', '▁confirmer', '▁le', '▁rendez', '-', 'vous', '▁à', '▁cette', '▁femme', ',', '▁s', ""'"", 'il', '▁vous', '▁plaît', '▁?']","['▁P', 'eux', '-', 'tu', '▁confirmer', '▁le', '▁rdv', '▁à', '▁cette', '▁me', 'uf', ',', '▁svp', '▁?']",19,14,-10.374804045024671,-10.405233110700335,,,,,0.9457924365997314,masked_lm
156,verlan+sms,"Peux-tu envoyer le numéro du rendez-vous à ta mère, s'il te plaît ?","Peux-tu envoyer le num du rdv à ta reum, stp ?",1,verlan lexical substitution + sms abbreviation/contraction,2,"verlan, sms",verlan_lexical; sms_graphic,0,"['▁P', 'eux', '-', 'tu', '▁envoyer', '▁le', '▁numéro', '▁du', '▁rendez', '-', 'vous', '▁à', '▁ta', '▁mère', ',', '▁s', ""'"", 'il', '▁te', '▁plaît', '▁?']","['▁P', 'eux', '-', 'tu', '▁envoyer', '▁le', '▁n', 'um', '▁du', '▁rdv', '▁à', '▁ta', '▁re', 'um', ',', '▁st', 'p', '▁?']",21,18,-10.422128586542039,-10.378704494900173,,,,,0.9206929206848145,masked_lm
157,verlan+sms,Ta mère est énervée à cause du message d'aujourd'hui.,Ta reum est vénère à cause du msg d'ajd.,1,verlan lexical substitution + sms abbreviation/contraction,2,"verlan, sms",verlan_lexical; sms_graphic,0,"['▁Ta', '▁mère', '▁est', '▁énervé', 'e', '▁à', '▁cause', '▁du', '▁message', '▁d', ""'"", 'aujourd', ""'"", 'hui', '.']","['▁Ta', '▁re', 'um', '▁est', '▁vé', 'n', 'ère', '▁à', '▁cause', '▁du', '▁m', 's', 'g', '▁d', ""'"", 'aj', 'd', '.']",15,18,-10.384347534179687,-10.448613484700521,,,,,0.8265435695648193,masked_lm
158,verlan+sms,Merci à ta mère pour le numéro du rendez-vous.,Cimer à ta reum pr le num du rdv.,1,verlan lexical substitution + sms abbreviation/contraction,2,"verlan, sms",verlan_lexical; sms_graphic,0,"['▁Merci', '▁à', '▁ta', '▁mère', '▁pour', '▁le', '▁numéro', '▁du', '▁rendez', '-', 'vous', '.']","['▁C', 'imer', '▁à', '▁ta', '▁re', 'um', '▁pr', '▁le', '▁n', 'um', '▁du', '▁rdv', '.']",12,13,-10.399066925048828,-10.32119868351863,,,,,0.8960812091827393,masked_lm
159,verlan+sms,Ta mère prépare la fête de demain et le message est prêt.,Ta reum prépare la teuf de demain et le msg est prêt.,1,verlan lexical substitution + sms abbreviation/contraction,2,"verlan, sms",verlan_lexical; sms_graphic,0,"['▁Ta', '▁mère', '▁prépare', '▁la', '▁fête', '▁de', '▁demain', '▁et', '▁le', '▁message', '▁est', '▁prêt', '.']","['▁Ta', '▁re', 'um', '▁prépare', '▁la', '▁te', 'uf', '▁de', '▁demain', '▁et', '▁le', '▁m', 's', 'g', '▁est', '▁prêt', '.']",13,17,-10.63097675030048,-10.499338486615349,,,,,0.914452850818634,masked_lm
160,verlan+sms,"Peux-tu confirmer le rendez-vous à ta mère, s'il vous plaît ?","Peux-tu confirmer le rdv à ta reum, svp ?",1,verlan lexical substitution + sms abbreviation/contraction,2,"verlan, sms",verlan_lexical; sms_graphic,0,"['▁P', 'eux', '-', 'tu', '▁confirmer', '▁le', '▁rendez', '-', 'vous', '▁à', '▁ta', '▁mère', ',', '▁s', ""'"", 'il', '▁vous', '▁plaît', '▁?']","['▁P', 'eux', '-', 'tu', '▁confirmer', '▁le', '▁rdv', '▁à', '▁ta', '▁re', 'um', ',', '▁svp', '▁?']",19,14,-10.397910670230264,-10.352098737444196,,,,,0.8745139241218567,masked_lm
161,verlan+sms,"Peux-tu envoyer le numéro du rendez-vous à mon frère, s'il te plaît ?","Peux-tu envoyer le num du rdv à mon reuf, stp ?",1,verlan lexical substitution + sms abbreviation/contraction,2,"verlan, sms",verlan_lexical; sms_graphic,0,"['▁P', 'eux', '-', 'tu', '▁envoyer', '▁le', '▁numéro', '▁du', '▁rendez', '-', 'vous', '▁à', '▁mon', '▁frère', ',', '▁s', ""'"", 'il', '▁te', '▁plaît', '▁?']","['▁P', 'eux', '-', 'tu', '▁envoyer', '▁le', '▁n', 'um', '▁du', '▁rdv', '▁à', '▁mon', '▁re', 'uf', ',', '▁st', 'p', '▁?']",21,18,-10.40696788969494,-10.373814900716146,,,,,0.9286985397338867,masked_lm
162,verlan+sms,Mon frère est louche à cause du message d'aujourd'hui.,Mon reuf est chelou à cause du msg d'ajd.,1,verlan lexical substitution + sms abbreviation/contraction,2,"verlan, sms",verlan_lexical; sms_graphic,0,"['▁Mon', '▁frère', '▁est', '▁l', 'ouche', '▁à', '▁cause', '▁du', '▁message', '▁d', ""'"", 'aujourd', ""'"", 'hui', '.']","['▁Mon', '▁re', 'uf', '▁est', '▁che', 'lou', '▁à', '▁cause', '▁du', '▁m', 's', 'g', '▁d', ""'"", 'aj', 'd', '.']",15,17,-10.348618570963541,-10.401480282054228,,,,,0.907485842704773,masked_lm
163,verlan+sms,Merci à mon frère pour le numéro du rendez-vous.,Cimer à mon reuf pr le num du rdv.,1,verlan lexical substitution + sms abbreviation/contraction,2,"verlan, sms",verlan_lexical; sms_graphic,0,"['▁Merci', '▁à', '▁mon', '▁frère', '▁pour', '▁le', '▁numéro', '▁du', '▁rendez', '-', 'vous', '.']","['▁C', 'imer', '▁à', '▁mon', '▁re', 'uf', '▁pr', '▁le', '▁n', 'um', '▁du', '▁rdv', '.']",12,13,-10.370089213053385,-10.36336458646334,,,,,0.8979042172431946,masked_lm
164,verlan+sms,Mon frère prépare la fête de demain et le message est prêt.,Mon reuf prépare la teuf de demain et le msg est prêt.,1,verlan lexical substitution + sms abbreviation/contraction,2,"verlan, sms",verlan_lexical; sms_graphic,0,"['▁Mon', '▁frère', '▁prépare', '▁la', '▁fête', '▁de', '▁demain', '▁et', '▁le', '▁message', '▁est', '▁prêt', '.']","['▁Mon', '▁re', 'uf', '▁prépare', '▁la', '▁te', 'uf', '▁de', '▁demain', '▁et', '▁le', '▁m', 's', 'g', '▁est', '▁prêt', '.']",13,17,-10.594531719501202,-10.54207296932445,,,,,0.9284096360206604,masked_lm
165,verlan+sms,"Peux-tu confirmer le rendez-vous à mon frère, s'il vous plaît ?","Peux-tu confirmer le rdv à mon reuf, svp ?",1,verlan lexical substitution + sms abbreviation/contraction,2,"verlan, sms",verlan_lexical; sms_graphic,0,"['▁P', 'eux', '-', 'tu', '▁confirmer', '▁le', '▁rendez', '-', 'vous', '▁à', '▁mon', '▁frère', ',', '▁s', ""'"", 'il', '▁vous', '▁plaît', '▁?']","['▁P', 'eux', '-', 'tu', '▁confirmer', '▁le', '▁rdv', '▁à', '▁mon', '▁re', 'uf', ',', '▁svp', '▁?']",19,14,-10.39454490260074,-10.331076485770089,,,,,0.9040799140930176,masked_lm
166,verlan+sms,"Peux-tu envoyer le numéro du rendez-vous à ton frère, s'il te plaît ?","Peux-tu envoyer le num du rdv à ton reuf, stp ?",1,verlan lexical substitution + sms abbreviation/contraction,2,"verlan, sms",verlan_lexical; sms_graphic,0,"['▁P', 'eux', '-', 'tu', '▁envoyer', '▁le', '▁numéro', '▁du', '▁rendez', '-', 'vous', '▁à', '▁ton', '▁frère', ',', '▁s', ""'"", 'il', '▁te', '▁plaît', '▁?']","['▁P', 'eux', '-', 'tu', '▁envoyer', '▁le', '▁n', 'um', '▁du', '▁rdv', '▁à', '▁ton', '▁re', 'uf', ',', '▁st', 'p', '▁?']",21,18,-10.412623814174108,-10.391643948025173,,,,,0.9282714128494263,masked_lm
167,verlan+sms,Ton frère est fou à cause du message d'aujourd'hui.,Ton reuf est ouf à cause du msg d'ajd.,1,verlan lexical substitution + sms abbreviation/contraction,2,"verlan, sms",verlan_lexical; sms_graphic,0,"['▁Ton', '▁frère', '▁est', '▁fou', '▁à', '▁cause', '▁du', '▁message', '▁d', ""'"", 'aujourd', ""'"", 'hui', '.']","['▁Ton', '▁re', 'uf', '▁est', '▁ou', 'f', '▁à', '▁cause', '▁du', '▁m', 's', 'g', '▁d', ""'"", 'aj', 'd', '.']",14,17,-10.286380222865514,-10.33943894330193,,,,,0.8889666795730591,masked_lm
168,verlan+sms,Merci à ton frère pour le numéro du rendez-vous.,Cimer à ton reuf pr le num du rdv.,1,verlan lexical substitution + sms abbreviation/contraction,2,"verlan, sms",verlan_lexical; sms_graphic,0,"['▁Merci', '▁à', '▁ton', '▁frère', '▁pour', '▁le', '▁numéro', '▁du', '▁rendez', '-', 'vous', '.']","['▁C', 'imer', '▁à', '▁ton', '▁re', 'uf', '▁pr', '▁le', '▁n', 'um', '▁du', '▁rdv', '.']",12,13,-10.416461944580078,-10.407691368689903,,,,,0.9010882377624512,masked_lm
169,verlan+sms,Ton frère prépare la fête de demain et le message est prêt.,Ton reuf prépare la teuf de demain et le msg est prêt.,1,verlan lexical substitution + sms abbreviation/contraction,2,"verlan, sms",verlan_lexical; sms_graphic,0,"['▁Ton', '▁frère', '▁prépare', '▁la', '▁fête', '▁de', '▁demain', '▁et', '▁le', '▁message', '▁est', '▁prêt', '.']","['▁Ton', '▁re', 'uf', '▁prépare', '▁la', '▁te', 'uf', '▁de', '▁demain', '▁et', '▁le', '▁m', 's', 'g', '▁est', '▁prêt', '.']",13,17,-10.542381873497597,-10.485107421875,,,,,0.9280787706375122,masked_lm
170,verlan+sms,"Peux-tu confirmer le rendez-vous à ton frère, s'il vous plaît ?","Peux-tu confirmer le rdv à ton reuf, svp ?",1,verlan lexical substitution + sms abbreviation/contraction,2,"verlan, sms",verlan_lexical; sms_graphic,0,"['▁P', 'eux', '-', 'tu', '▁confirmer', '▁le', '▁rendez', '-', 'vous', '▁à', '▁ton', '▁frère', ',', '▁s', ""'"", 'il', '▁vous', '▁plaît', '▁?']","['▁P', 'eux', '-', 'tu', '▁confirmer', '▁le', '▁rdv', '▁à', '▁ton', '▁re', 'uf', ',', '▁svp', '▁?']",19,14,-10.40408726742393,-10.347521100725446,,,,,0.9098315238952637,masked_lm
171,verlan+sms,"Peux-tu envoyer le numéro du rendez-vous à son père, s'il te plaît ?","Peux-tu envoyer le num du rdv à son reup, stp ?",1,verlan lexical substitution + sms abbreviation/contraction,2,"verlan, sms",verlan_lexical; sms_graphic,0,"['▁P', 'eux', '-', 'tu', '▁envoyer', '▁le', '▁numéro', '▁du', '▁rendez', '-', 'vous', '▁à', '▁son', '▁père', ',', '▁s', ""'"", 'il', '▁te', '▁plaît', '▁?']","['▁P', 'eux', '-', 'tu', '▁envoyer', '▁le', '▁n', 'um', '▁du', '▁rdv', '▁à', '▁son', '▁re', 'up', ',', '▁st', 'p', '▁?']",21,18,-10.398393903459821,-10.336363050672743,,,,,0.9291291832923889,masked_lm
172,verlan+sms,Son père est lourd à cause du message d'aujourd'hui.,Son reup est relou à cause du msg d'ajd.,1,verlan lexical substitution + sms abbreviation/contraction,2,"verlan, sms",verlan_lexical; sms_graphic,0,"['▁Son', '▁père', '▁est', '▁lourd', '▁à', '▁cause', '▁du', '▁message', '▁d', ""'"", 'aujourd', ""'"", 'hui', '.']","['▁Son', '▁re', 'up', '▁est', '▁re', 'lou', '▁à', '▁cause', '▁du', '▁m', 's', 'g', '▁d', ""'"", 'aj', 'd', '.']",14,17,-10.280943734305245,-10.376845415900736,,,,,0.8825040459632874,masked_lm
173,verlan+sms,Merci à son père pour le numéro du rendez-vous.,Cimer à son reup pr le num du rdv.,1,verlan lexical substitution + sms abbreviation/contraction,2,"verlan, sms",verlan_lexical; sms_graphic,0,"['▁Merci', '▁à', '▁son', '▁père', '▁pour', '▁le', '▁numéro', '▁du', '▁rendez', '-', 'vous', '.']","['▁C', 'imer', '▁à', '▁son', '▁re', 'up', '▁pr', '▁le', '▁n', 'um', '▁du', '▁rdv', '.']",12,13,-10.317497253417969,-10.283267681415264,,,,,0.8866929411888123,masked_lm
174,verlan+sms,Son père prépare la fête de demain et le message est prêt.,Son reup prépare la teuf de demain et le msg est prêt.,1,verlan lexical substitution + sms abbreviation/contraction,2,"verlan, sms",verlan_lexical; sms_graphic,0,"['▁Son', '▁père', '▁prépare', '▁la', '▁fête', '▁de', '▁demain', '▁et', '▁le', '▁message', '▁est', '▁prêt', '.']","['▁Son', '▁re', 'up', '▁prépare', '▁la', '▁te', 'uf', '▁de', '▁demain', '▁et', '▁le', '▁m', 's', 'g', '▁est', '▁prêt', '.']",13,17,-10.566920353816105,-10.489020852481618,,,,,0.9146561026573181,masked_lm
175,verlan+sms,"Peux-tu confirmer le rendez-vous à son père, s'il vous plaît ?","Peux-tu confirmer le rdv à son reup, svp ?",1,verlan lexical substitution + sms abbreviation/contraction,2,"verlan, sms",verlan_lexical; sms_graphic,0,"['▁P', 'eux', '-', 'tu', '▁confirmer', '▁le', '▁rendez', '-', 'vous', '▁à', '▁son', '▁père', ',', '▁s', ""'"", 'il', '▁vous', '▁plaît', '▁?']","['▁P', 'eux', '-', 'tu', '▁confirmer', '▁le', '▁rdv', '▁à', '▁son', '▁re', 'up', ',', '▁svp', '▁?']",19,14,-10.400574533562912,-10.285304478236608,,,,,0.912546694278717,masked_lm
176,verlan+sms,"Peux-tu envoyer le numéro du rendez-vous à cette femme, s'il te plaît ?","Peux-tu envoyer le num du rdv à cette meuf, stp ?",1,verlan lexical substitution + sms abbreviation/contraction,2,"verlan, sms",verlan_lexical; sms_graphic,0,"['▁P', 'eux', '-', 'tu', '▁envoyer', '▁le', '▁numéro', '▁du', '▁rendez', '-', 'vous', '▁à', '▁cette', '▁femme', ',', '▁s', ""'"", 'il', '▁te', '▁plaît', '▁?']","['▁P', 'eux', '-', 'tu', '▁envoyer', '▁le', '▁n', 'um', '▁du', '▁rdv', '▁à', '▁cette', '▁me', 'uf', ',', '▁st', 'p', '▁?']",21,18,-10.393409365699405,-10.376536051432291,,,,,0.9487963318824768,masked_lm
177,verlan+sms,Cette femme est bizarre à cause du message d'aujourd'hui.,Cette meuf est zarbi à cause du msg d'ajd.,1,verlan lexical substitution + sms abbreviation/contraction,2,"verlan, sms",verlan_lexical; sms_graphic,0,"['▁Cette', '▁femme', '▁est', '▁bizarre', '▁à', '▁cause', '▁du', '▁message', '▁d', ""'"", 'aujourd', ""'"", 'hui', '.']","['▁Cette', '▁me', 'uf', '▁est', '▁', 'zar', 'bi', '▁à', '▁cause', '▁du', '▁m', 's', 'g', '▁d', ""'"", 'aj', 'd', '.']",14,18,-10.290749686104911,-10.461732652452257,,,,,0.9124771356582642,masked_lm
