model_name,verlan,standard,template_group,template,sentence_verlan,sentence_standard,layer,layer_name,word_similarity,sentence_similarity,attention_available,intra_verlan,context_verlan,self_verlan,incoming_verlan,intra_standard,context_standard,self_standard,incoming_standard,target_subwords_verlan,target_subwords_standard,target_tokens_verlan,target_tokens_standard,token_span_verlan,token_span_standard
camembert-base,zarbi,bizarre,adj_thing,Je trouve ce truc assez X.,Je trouve ce truc assez zarbi.,Je trouve ce truc assez bizarre.,7,encoder_7,0.7757129669189453,0.9592007398605347,True,0.01325544577098242,0.9776578543342915,0.009086718443571716,0.03208234026063309,0.0,0.9815697315896172,0.018430274402135193,0.020195558661604326,2,1,"[""zar"", ""bi""]","[""▁bizarre""]","[7, 9]","[6, 7]"
camembert-base,zarbi,bizarre,adj_thing,Je trouve ce truc assez X.,Je trouve ce truc assez zarbi.,Je trouve ce truc assez bizarre.,8,encoder_8,0.7618306279182434,0.9557784795761108,True,0.012699674933767361,0.9613711283514744,0.025929215166589623,0.028964490845209728,0.0,0.9407838548443035,0.0592161588830033,0.024476098595187068,2,1,"[""zar"", ""bi""]","[""▁bizarre""]","[7, 9]","[6, 7]"
camembert-base,zarbi,bizarre,adj_thing,Je trouve ce truc assez X.,Je trouve ce truc assez zarbi.,Je trouve ce truc assez bizarre.,9,encoder_9,0.7070340514183044,0.9453811645507812,True,0.04045719548637163,0.944676752428543,0.014866082973952791,0.03548802031035219,0.0,0.9766048974727135,0.02339511841797835,0.02666929210547035,2,1,"[""zar"", ""bi""]","[""▁bizarre""]","[7, 9]","[6, 7]"
camembert-base,zarbi,bizarre,adj_thing,Je trouve ce truc assez X.,Je trouve ce truc assez zarbi.,Je trouve ce truc assez bizarre.,10,encoder_10,0.6904168128967285,0.9385377168655396,True,0.04312719671650095,0.9410073152516608,0.015865490282536882,0.028526598318865865,0.0,0.9769600682203851,0.02303994165551536,0.020525036878909723,2,1,"[""zar"", ""bi""]","[""▁bizarre""]","[7, 9]","[6, 7]"
camembert-base,zarbi,bizarre,adj_thing,Je trouve ce truc assez X.,Je trouve ce truc assez zarbi.,Je trouve ce truc assez bizarre.,11,encoder_11,0.6993102431297302,0.9415544271469116,True,0.05325633298690997,0.932367136042203,0.014376537567757955,0.022551843738337466,0.0,0.9751145391708773,0.024885486925559322,0.0177388708153501,2,1,"[""zar"", ""bi""]","[""▁bizarre""]","[7, 9]","[6, 7]"
camembert-base,zarbi,bizarre,adj_thing,Je trouve ce truc assez X.,Je trouve ce truc assez zarbi.,Je trouve ce truc assez bizarre.,12,encoder_12,0.7817287445068359,0.9710986614227295,True,0.030293312037875317,0.8315199254131506,0.13818675044178333,0.03022977551496144,0.0,0.9182910847034985,0.08170891467562202,0.016980342722794767,2,1,"[""zar"", ""bi""]","[""▁bizarre""]","[7, 9]","[6, 7]"
camembert-base,zarbi,bizarre,adj_thing,"C'est trop X, non ?","C'est trop zarbi, non ?","C'est trop bizarre, non ?",0,embedding,0.2292158454656601,0.8795612454414368,False,,,,,,,,,2,1,"[""zar"", ""bi""]","[""▁bizarre""]","[6, 8]","[5, 6]"
camembert-base,zarbi,bizarre,adj_thing,"C'est trop X, non ?","C'est trop zarbi, non ?","C'est trop bizarre, non ?",1,encoder_1,0.37264353036880493,0.8945633172988892,True,0.15100185202843705,0.7779530209786173,0.07104512016325112,0.07821952403527983,0.0,0.8885182253339425,0.11148175664108823,0.08321076706362059,2,1,"[""zar"", ""bi""]","[""▁bizarre""]","[6, 8]","[5, 6]"
camembert-base,zarbi,bizarre,adj_thing,"C'est trop X, non ?","C'est trop zarbi, non ?","C'est trop bizarre, non ?",2,encoder_2,0.3779600262641907,0.9112043380737305,True,0.061241322572318825,0.9209206502921622,0.017838035750254055,0.02833932171036034,0.0,0.9869119278542451,0.013088096859151847,0.019929388365918583,2,1,"[""zar"", ""bi""]","[""▁bizarre""]","[6, 8]","[5, 6]"
camembert-base,zarbi,bizarre,adj_thing,"C'est trop X, non ?","C'est trop zarbi, non ?","C'est trop bizarre, non ?",3,encoder_3,0.5103404521942139,0.9182306528091431,True,0.0956070147789746,0.8894424780582574,0.014950474062015112,0.04353688968722625,0.0,0.9666799507950016,0.03332005700300755,0.03565885322735331,2,1,"[""zar"", ""bi""]","[""▁bizarre""]","[6, 8]","[5, 6]"
camembert-base,zarbi,bizarre,adj_thing,"C'est trop X, non ?","C'est trop zarbi, non ?","C'est trop bizarre, non ?",4,encoder_4,0.5693274736404419,0.9285892248153687,True,0.023275272652050333,0.9154500622886839,0.061274645981707815,0.02120135622038358,0.0,0.9658870402529804,0.03411296691868946,0.017807078622551136,2,1,"[""zar"", ""bi""]","[""▁bizarre""]","[6, 8]","[5, 6]"
camembert-base,zarbi,bizarre,adj_thing,"C'est trop X, non ?","C'est trop zarbi, non ?","C'est trop bizarre, non ?",5,encoder_5,0.6339163184165955,0.9449021816253662,True,0.04693107772352284,0.9409237498185066,0.012145188872532313,0.03630795616715949,0.0,0.9774271142725649,0.022572880740980485,0.028791734234955287,2,1,"[""zar"", ""bi""]","[""▁bizarre""]","[6, 8]","[5, 6]"
camembert-base,zarbi,bizarre,adj_thing,"C'est trop X, non ?","C'est trop zarbi, non ?","C'est trop bizarre, non ?",6,encoder_6,0.6579800844192505,0.945843517780304,True,0.02306974198192742,0.9641901647233606,0.012740073911562141,0.03121509248087723,0.0,0.9741321015591747,0.025867883471758002,0.026258301902136464,2,1,"[""zar"", ""bi""]","[""▁bizarre""]","[6, 8]","[5, 6]"
camembert-base,zarbi,bizarre,adj_thing,"C'est trop X, non ?","C'est trop zarbi, non ?","C'est trop bizarre, non ?",7,encoder_7,0.6917393207550049,0.9478433728218079,True,0.007922415923593674,0.9803459998985299,0.011731600650649444,0.022378058503695498,0.0,0.9839315903193997,0.016068412681934385,0.017917218786156493,2,1,"[""zar"", ""bi""]","[""▁bizarre""]","[6, 8]","[5, 6]"
camembert-base,zarbi,bizarre,adj_thing,"C'est trop X, non ?","C'est trop zarbi, non ?","C'est trop bizarre, non ?",8,encoder_8,0.692685067653656,0.9535104036331177,True,0.015048565616766428,0.93563328056484,0.0493181742686857,0.028916966618666495,0.0,0.9316589627945367,0.06834102096552681,0.022327689489609854,2,1,"[""zar"", ""bi""]","[""▁bizarre""]","[6, 8]","[5, 6]"
camembert-base,zarbi,bizarre,adj_thing,"C'est trop X, non ?","C'est trop zarbi, non ?","C'est trop bizarre, non ?",9,encoder_9,0.6423369646072388,0.9469138979911804,True,0.03773919201161126,0.9464374479139758,0.015823376915832594,0.024232204631946527,0.0,0.9826805093450254,0.017319504760632213,0.02123081314782649,2,1,"[""zar"", ""bi""]","[""▁bizarre""]","[6, 8]","[5, 6]"
camembert-base,zarbi,bizarre,adj_thing,"C'est trop X, non ?","C'est trop zarbi, non ?","C'est trop bizarre, non ?",10,encoder_10,0.6340726613998413,0.9453136920928955,True,0.06353707955823894,0.9193378729909004,0.017125045277777265,0.023531092079728474,0.0,0.9725668374150942,0.02743317389659668,0.020205340771834415,2,1,"[""zar"", ""bi""]","[""▁bizarre""]","[6, 8]","[5, 6]"
camembert-base,zarbi,bizarre,adj_thing,"C'est trop X, non ?","C'est trop zarbi, non ?","C'est trop bizarre, non ?",11,encoder_11,0.6573761105537415,0.9519492387771606,True,0.0516229507855151,0.9334790695752258,0.014897980648195176,0.019761875676718676,0.0,0.971839914062144,0.028160078370863886,0.020942370677993257,2,1,"[""zar"", ""bi""]","[""▁bizarre""]","[6, 8]","[5, 6]"
camembert-base,zarbi,bizarre,adj_thing,"C'est trop X, non ?","C'est trop zarbi, non ?","C'est trop bizarre, non ?",12,encoder_12,0.750455915927887,0.9632229208946228,True,0.018717428890808737,0.8493230155970202,0.13195958787563203,0.02872884582329893,0.0,0.9157307691439994,0.08426924808546869,0.018112972546758803,2,1,"[""zar"", ""bi""]","[""▁bizarre""]","[6, 8]","[5, 6]"
camembert-base,ouf,fou,adj_person,Il est vraiment X aujourd'hui.,Il est vraiment ouf aujourd'hui.,Il est vraiment fou aujourd'hui.,0,embedding,0.18042081594467163,0.9074652791023254,False,,,,,,,,,2,1,"[""▁ou"", ""f""]","[""▁fou""]","[4, 6]","[4, 5]"
camembert-base,ouf,fou,adj_person,Il est vraiment X aujourd'hui.,Il est vraiment ouf aujourd'hui.,Il est vraiment fou aujourd'hui.,1,encoder_1,0.35743582248687744,0.9169142842292786,True,0.11261512265667654,0.823492375376094,0.06389246036815903,0.10797009596058937,0.0,0.9128088528805848,0.0871911373405304,0.07038816607205071,2,1,"[""▁ou"", ""f""]","[""▁fou""]","[4, 6]","[4, 5]"
camembert-base,ouf,fou,adj_person,Il est vraiment X aujourd'hui.,Il est vraiment ouf aujourd'hui.,Il est vraiment fou aujourd'hui.,2,encoder_2,0.43070167303085327,0.9318397045135498,True,0.075271713016584,0.91175067570128,0.012977588794578795,0.04080221150168615,0.0,0.9848626603427705,0.015137358293382771,0.03282364069998258,2,1,"[""▁ou"", ""f""]","[""▁fou""]","[4, 6]","[4, 5]"
camembert-base,ouf,fou,adj_person,Il est vraiment X aujourd'hui.,Il est vraiment ouf aujourd'hui.,Il est vraiment fou aujourd'hui.,3,encoder_3,0.5114580392837524,0.9361604452133179,True,0.09551843936396381,0.8744775401422377,0.03000402600412516,0.048580476950793455,0.0,0.9710286531145682,0.028971352451540765,0.05061014336007982,2,1,"[""▁ou"", ""f""]","[""▁fou""]","[4, 6]","[4, 5]"
camembert-base,ouf,fou,adj_person,Il est vraiment X aujourd'hui.,Il est vraiment ouf aujourd'hui.,Il est vraiment fou aujourd'hui.,4,encoder_4,0.5427449941635132,0.9472140073776245,True,0.03742482305107663,0.9434624497850829,0.01911273258685736,0.030062674193089705,0.0,0.9586010367556504,0.04139896863159118,0.022504678619712993,2,1,"[""▁ou"", ""f""]","[""▁fou""]","[4, 6]","[4, 5]"
camembert-base,ouf,fou,adj_person,Il est vraiment X aujourd'hui.,Il est vraiment ouf aujourd'hui.,Il est vraiment fou aujourd'hui.,5,encoder_5,0.6098171472549438,0.9589537382125854,True,0.06414205683007708,0.9069738052971253,0.02888411959559529,0.056919737633232215,0.0,0.9332295649692516,0.06677044083696469,0.04148246201728428,2,1,"[""▁ou"", ""f""]","[""▁fou""]","[4, 6]","[4, 5]"
camembert-base,ouf,fou,adj_person,Il est vraiment X aujourd'hui.,Il est vraiment ouf aujourd'hui.,Il est vraiment fou aujourd'hui.,6,encoder_6,0.6564708352088928,0.9562724828720093,True,0.05590682753509931,0.9248862237232167,0.01920695299084461,0.03786143136365563,0.0,0.9675424104111948,0.03245759234882039,0.023704183529372567,2,1,"[""▁ou"", ""f""]","[""▁fou""]","[4, 6]","[4, 5]"
camembert-base,ouf,fou,adj_person,Il est vraiment X aujourd'hui.,Il est vraiment ouf aujourd'hui.,Il est vraiment fou aujourd'hui.,7,encoder_7,0.6743245124816895,0.9585839509963989,True,0.014728880575828768,0.9750359300293937,0.010235204916824859,0.026569461454082854,0.0,0.985607897249008,0.014392114369484376,0.024636469462770764,2,1,"[""▁ou"", ""f""]","[""▁fou""]","[4, 6]","[4, 5]"
camembert-base,ouf,fou,adj_person,Il est vraiment X aujourd'hui.,Il est vraiment ouf aujourd'hui.,Il est vraiment fou aujourd'hui.,8,encoder_8,0.6861867308616638,0.9608824849128723,True,0.019322201030782315,0.9553440812592365,0.025333696502994153,0.019395191507653405,0.0,0.9456492497374233,0.05435074766263521,0.02043489885429754,2,1,"[""▁ou"", ""f""]","[""▁fou""]","[4, 6]","[4, 5]"
camembert-base,ouf,fou,adj_person,Il est vraiment X aujourd'hui.,Il est vraiment ouf aujourd'hui.,Il est vraiment fou aujourd'hui.,9,encoder_9,0.6274722218513489,0.9485253095626831,True,0.041805115460847204,0.9474714245654451,0.01072344383078671,0.024631952843685478,0.0,0.9781814966650951,0.021818467964054306,0.024164547057989743,2,1,"[""▁ou"", ""f""]","[""▁fou""]","[4, 6]","[4, 5]"
camembert-base,ouf,fou,adj_person,Il est vraiment X aujourd'hui.,Il est vraiment ouf aujourd'hui.,Il est vraiment fou aujourd'hui.,10,encoder_10,0.6106666326522827,0.9393166303634644,True,0.06265812095504296,0.9254847115852319,0.011857161212105052,0.021151482258242708,0.0,0.9698757227212059,0.030124274562439452,0.018558476718950185,2,1,"[""▁ou"", ""f""]","[""▁fou""]","[4, 6]","[4, 5]"
camembert-base,ouf,fou,adj_person,Il est vraiment X aujourd'hui.,Il est vraiment ouf aujourd'hui.,Il est vraiment fou aujourd'hui.,11,encoder_11,0.5501753091812134,0.9351226687431335,True,0.07581437581368301,0.9169105832503236,0.00727506266685542,0.01917082503357038,0.0,0.9622068600953883,0.03779314502688727,0.022966577446252776,2,1,"[""▁ou"", ""f""]","[""▁fou""]","[4, 6]","[4, 5]"
camembert-base,ouf,fou,adj_person,Il est vraiment X aujourd'hui.,Il est vraiment ouf aujourd'hui.,Il est vraiment fou aujourd'hui.,12,encoder_12,0.5627391338348389,0.951130211353302,True,0.0385583173426229,0.8529986385099569,0.10844305109353629,0.024484093267271245,0.0,0.9436071124115851,0.056392883242243314,0.023114230747610116,2,1,"[""▁ou"", ""f""]","[""▁fou""]","[4, 6]","[4, 5]"
camembert-base,ouf,fou,adj_person,Je le trouve très X en ce moment.,Je le trouve très ouf en ce moment.,Je le trouve très fou en ce moment.,0,embedding,0.18068593740463257,0.9117071628570557,False,,,,,,,,,2,1,"[""▁ou"", ""f""]","[""▁fou""]","[5, 7]","[5, 6]"
camembert-base,ouf,fou,adj_person,Je le trouve très X en ce moment.,Je le trouve très ouf en ce moment.,Je le trouve très fou en ce moment.,1,encoder_1,0.3457271456718445,0.9219875335693359,True,0.11282582379409256,0.825945874726434,0.061228291234926374,0.09904665622788324,0.0,0.9197393310884386,0.08026066262513455,0.06943191116246875,2,1,"[""▁ou"", ""f""]","[""▁fou""]","[5, 7]","[5, 6]"
camembert-base,ouf,fou,adj_person,Je le trouve très X en ce moment.,Je le trouve très ouf en ce moment.,Je le trouve très fou en ce moment.,2,encoder_2,0.38272273540496826,0.9311091303825378,True,0.09099361147252098,0.8958440498148837,0.013162332620195004,0.029673952313274497,0.0,0.9923484428242911,0.007651569583642729,0.02307709216337334,2,1,"[""▁ou"", ""f""]","[""▁fou""]","[5, 7]","[5, 6]"
camembert-base,ouf,fou,adj_person,Je le trouve très X en ce moment.,Je le trouve très ouf en ce moment.,Je le trouve très fou en ce moment.,3,encoder_3,0.5249754190444946,0.9477260112762451,True,0.08713627243584997,0.8698068085424948,0.043056916877674746,0.03815920604562219,0.0,0.9716615781601519,0.028338408389029766,0.03769939443170284,2,1,"[""▁ou"", ""f""]","[""▁fou""]","[5, 7]","[5, 6]"
camembert-base,ouf,fou,adj_person,Je le trouve très X en ce moment.,Je le trouve très ouf en ce moment.,Je le trouve très fou en ce moment.,4,encoder_4,0.5881611108779907,0.9579148888587952,True,0.021140075392752505,0.9540154676783685,0.024844466096588965,0.025551469492506706,0.0,0.9655100516827472,0.03448997277902421,0.020136793960662574,2,1,"[""▁ou"", ""f""]","[""▁fou""]","[5, 7]","[5, 6]"
camembert-base,ouf,fou,adj_person,Je le trouve très X en ce moment.,Je le trouve très ouf en ce moment.,Je le trouve très fou en ce moment.,5,encoder_5,0.6428215503692627,0.971116304397583,True,0.04716985191680062,0.94092387861309,0.011906289338326556,0.03881441366308792,0.0,0.962078891806282,0.03792110894071823,0.028792087414649347,2,1,"[""▁ou"", ""f""]","[""▁fou""]","[5, 7]","[5, 6]"
camembert-base,ouf,fou,adj_person,Je le trouve très X en ce moment.,Je le trouve très ouf en ce moment.,Je le trouve très fou en ce moment.,6,encoder_6,0.6933771371841431,0.9722240567207336,True,0.04140490897757537,0.9429013137564611,0.015693764887135603,0.033115693488539294,0.0,0.9725100949944875,0.027489904003857757,0.02401580711503699,2,1,"[""▁ou"", ""f""]","[""▁fou""]","[5, 7]","[5, 6]"
camembert-base,ouf,fou,adj_person,Je le trouve très X en ce moment.,Je le trouve très ouf en ce moment.,Je le trouve très fou en ce moment.,7,encoder_7,0.6966939568519592,0.9743313789367676,True,0.014761232374880232,0.9767592101682693,0.008479553576341075,0.021660712266188865,0.0,0.9869512769796506,0.013048731256734683,0.020875470149054942,2,1,"[""▁ou"", ""f""]","[""▁fou""]","[5, 7]","[5, 6]"
camembert-base,ouf,fou,adj_person,Je le trouve très X en ce moment.,Je le trouve très ouf en ce moment.,Je le trouve très fou en ce moment.,8,encoder_8,0.6820968985557556,0.9736411571502686,True,0.0184496665030896,0.9530504220891524,0.028499929442433725,0.015378843106637433,0.0,0.9349046481906482,0.06509535974499837,0.022247696967026154,2,1,"[""▁ou"", ""f""]","[""▁fou""]","[5, 7]","[5, 6]"
camembert-base,ouf,fou,adj_person,Je le trouve très X en ce moment.,Je le trouve très ouf en ce moment.,Je le trouve très fou en ce moment.,9,encoder_9,0.6482316255569458,0.9663012027740479,True,0.044408403030235216,0.9433083474094972,0.012283269661315085,0.031862307935432446,0.0,0.9758244744489581,0.02417554107308635,0.029322643549488863,2,1,"[""▁ou"", ""f""]","[""▁fou""]","[5, 7]","[5, 6]"
camembert-base,ouf,fou,adj_person,Je le trouve très X en ce moment.,Je le trouve très ouf en ce moment.,Je le trouve très fou en ce moment.,10,encoder_10,0.642465353012085,0.9543435573577881,True,0.06322699259001173,0.9219215874442176,0.01485140413328982,0.021831611606891243,0.0,0.9669106151058409,0.033089395953620274,0.026866351554290523,2,1,"[""▁ou"", ""f""]","[""▁fou""]","[5, 7]","[5, 6]"
camembert-base,ouf,fou,adj_person,Je le trouve très X en ce moment.,Je le trouve très ouf en ce moment.,Je le trouve très fou en ce moment.,11,encoder_11,0.591591477394104,0.950621485710144,True,0.06625919556467065,0.9265132425911594,0.007227552608557803,0.013752254601437511,0.0,0.9654352922151767,0.03456470537891045,0.016763360900523643,2,1,"[""▁ou"", ""f""]","[""▁fou""]","[5, 7]","[5, 6]"
camembert-base,ouf,fou,adj_person,Je le trouve très X en ce moment.,Je le trouve très ouf en ce moment.,Je le trouve très fou en ce moment.,12,encoder_12,0.6087276935577393,0.9638758301734924,True,0.033514900618385614,0.8755528018965867,0.09093228211820732,0.020897242835246355,0.0,0.932760256611823,0.06723975200291296,0.02535446850367051,2,1,"[""▁ou"", ""f""]","[""▁fou""]","[5, 7]","[5, 6]"
camembert-base,ouf,fou,adj_person,Pourquoi est-il si X ?,Pourquoi est-il si ouf ?,Pourquoi est-il si fou ?,0,embedding,0.1753333956003189,0.8963543176651001,False,,,,,,,,,2,1,"[""▁ou"", ""f""]","[""▁fou""]","[6, 8]","[6, 7]"
camembert-base,ouf,fou,adj_person,Pourquoi est-il si X ?,Pourquoi est-il si ouf ?,Pourquoi est-il si fou ?,1,encoder_1,0.38595396280288696,0.9195475578308105,True,0.11171215483755624,0.8284872443536863,0.05980059553126254,0.10804510758378884,0.0,0.9157092460409241,0.08429076164248754,0.07455055192944078,2,1,"[""▁ou"", ""f""]","[""▁fou""]","[6, 8]","[6, 7]"
camembert-base,ouf,fou,adj_person,Pourquoi est-il si X ?,Pourquoi est-il si ouf ?,Pourquoi est-il si fou ?,2,encoder_2,0.3911152184009552,0.9275161623954773,True,0.09115620876218716,0.8978798223873515,0.010963993093953165,0.03683223246209956,0.0,0.9828673805321871,0.017132609857488986,0.02148621068254236,2,1,"[""▁ou"", ""f""]","[""▁fou""]","[6, 8]","[6, 7]"
camembert-base,ouf,fou,adj_person,Pourquoi est-il si X ?,Pourquoi est-il si ouf ?,Pourquoi est-il si fou ?,3,encoder_3,0.43550169467926025,0.9364716410636902,True,0.1184526011695909,0.8337719818063668,0.04777541295920967,0.048732941316263545,0.0,0.9625629571812863,0.03743701459054461,0.030104404164041313,2,1,"[""▁ou"", ""f""]","[""▁fou""]","[6, 8]","[6, 7]"
camembert-base,ouf,fou,adj_person,Pourquoi est-il si X ?,Pourquoi est-il si ouf ?,Pourquoi est-il si fou ?,4,encoder_4,0.4600461423397064,0.9305181503295898,True,0.03156819100486829,0.9290331841600826,0.039398664697601275,0.027902390572322144,0.0,0.9077070130765463,0.09229300217871124,0.028743951715323336,2,1,"[""▁ou"", ""f""]","[""▁fou""]","[6, 8]","[6, 7]"
camembert-base,ouf,fou,adj_person,Pourquoi est-il si X ?,Pourquoi est-il si ouf ?,Pourquoi est-il si fou ?,5,encoder_5,0.4955906867980957,0.9364379644393921,True,0.08199927750562307,0.8998689244079962,0.018131775773446927,0.05132277887167039,0.0,0.9700649274266085,0.029935072883833607,0.03330372728471592,2,1,"[""▁ou"", ""f""]","[""▁fou""]","[6, 8]","[6, 7]"
camembert-base,ouf,fou,adj_person,Pourquoi est-il si X ?,Pourquoi est-il si ouf ?,Pourquoi est-il si fou ?,6,encoder_6,0.547415554523468,0.9296287298202515,True,0.04225174282079286,0.9433720492893208,0.014376190815639811,0.03940900482529786,0.0,0.9849232535030884,0.015076736739854336,0.01718089661127618,2,1,"[""▁ou"", ""f""]","[""▁fou""]","[6, 8]","[6, 7]"
camembert-base,ouf,fou,adj_person,Pourquoi est-il si X ?,Pourquoi est-il si ouf ?,Pourquoi est-il si fou ?,7,encoder_7,0.5538949370384216,0.933772087097168,True,0.011751233307908447,0.9779515016069732,0.010297297041125064,0.026771476430676715,0.0,0.9800020109123273,0.019997983412427606,0.020683856111178987,2,1,"[""▁ou"", ""f""]","[""▁fou""]","[6, 8]","[6, 7]"
camembert-base,ouf,fou,adj_person,Pourquoi est-il si X ?,Pourquoi est-il si ouf ?,Pourquoi est-il si fou ?,8,encoder_8,0.5675279498100281,0.936495304107666,True,0.025661888098121168,0.9481792178096707,0.02615893460474517,0.019132592769497244,0.0,0.9339179488000809,0.06608205704008872,0.013888041103835657,2,1,"[""▁ou"", ""f""]","[""▁fou""]","[6, 8]","[6, 7]"
camembert-base,ouf,fou,adj_person,Pourquoi est-il si X ?,Pourquoi est-il si ouf ?,Pourquoi est-il si fou ?,9,encoder_9,0.5490787029266357,0.929176926612854,True,0.03841356015403189,0.9455935361808337,0.01599290343230497,0.0395715840159796,0.0,0.9721628382948957,0.027837162442403484,0.02856768353159669,2,1,"[""▁ou"", ""f""]","[""▁fou""]","[6, 8]","[6, 7]"
camembert-base,ouf,fou,adj_person,Pourquoi est-il si X ?,Pourquoi est-il si ouf ?,Pourquoi est-il si fou ?,10,encoder_10,0.5387991666793823,0.9174151420593262,True,0.08333454424322284,0.8920252691923446,0.024640150630908186,0.03620245410602466,0.0,0.9498140907553069,0.05018590373436895,0.037384191318983524,2,1,"[""▁ou"", ""f""]","[""▁fou""]","[6, 8]","[6, 7]"
camembert-base,ouf,fou,adj_person,Pourquoi est-il si X ?,Pourquoi est-il si ouf ?,Pourquoi est-il si fou ?,11,encoder_11,0.5181909799575806,0.9251635670661926,True,0.07514437696987854,0.9130586825770628,0.01179696963450499,0.026023893966372825,0.0,0.9729415789093436,0.027058396488222683,0.01931248913255833,2,1,"[""▁ou"", ""f""]","[""▁fou""]","[6, 8]","[6, 7]"
camembert-base,ouf,fou,adj_person,Pourquoi est-il si X ?,Pourquoi est-il si ouf ?,Pourquoi est-il si fou ?,12,encoder_12,0.6716921329498291,0.9682939052581787,True,0.06516665063394061,0.7716386664405697,0.16319466057375187,0.024626501957257633,0.0,0.9120501568995873,0.08794984519588826,0.023888458185474026,2,1,"[""▁ou"", ""f""]","[""▁fou""]","[6, 8]","[6, 7]"
